file_id,region,condition,fit_scope,heldout_sweep,train_sweeps,candidate_id,optimizer_status,optimizer_success,optimizer_cost,optimizer_nfev,heldout_trace_rmse_mV,heldout_weighted_pass_fraction,simulation_health,heldout_pass
DH_3_MFA_BA,DH,MFA_BA,leave_one_out,6,"1,2,3,4,5",DH_3_MFA_BA__hybrid_optuna_084,3,True,1.090282995164119e+19,3,6.012532236743614,0.591883367883218,ok,True
DH_4_MFA_BA,DH,MFA_BA,leave_one_out,1,"2,3,4,5,6",DH_4_MFA_BA__hybrid_optuna_009,3,True,1424374.1573123538,15,2.621368370562535,0.5,ok,True
DH_4_MFA_BA,DH,MFA_BA,leave_one_out,2,"1,3,4,5,6",DH_4_MFA_BA__hybrid_optuna_009,3,True,24771979.564669084,8,3.9447653475261006,0.5,ok,True
DH_4_MFA_BA,DH,MFA_BA,leave_one_out,3,"1,2,4,5,6",DH_4_MFA_BA__hybrid_optuna_009,3,True,27455449.75959272,8,5.2717747169548925,0.5,ok,True
DH_4_MFA_BA,DH,MFA_BA,leave_one_out,4,"1,2,3,5,6",DH_4_MFA_BA__hybrid_optuna_009,3,True,28392228.443595126,8,6.231262045499286,0.5,ok,True
DH_4_MFA_BA,DH,MFA_BA,leave_one_out,5,"1,2,3,4,6",DH_4_MFA_BA__hybrid_optuna_009,3,True,28541161.72603452,8,7.626613473011745,0.5112123578860457,ok,True
DH_4_MFA_BA,DH,MFA_BA,leave_one_out,6,"1,2,3,4,5",DH_4_MFA_BA__hybrid_optuna_009,3,True,28689426.20293846,8,8.792116752244603,0.4957158969839039,ok,True
DH_5_MFA_BA,DH,MFA_BA,leave_one_out,1,"2,3,4,5,6",DH_5_MFA_BA__hybrid_optuna_090,3,True,1.108810130024911e+19,3,2.825178119484393,0.4975047789644655,ok,True
DH_5_MFA_BA,DH,MFA_BA,leave_one_out,2,"1,3,4,5,6",DH_5_MFA_BA__hybrid_optuna_090,3,True,1.0993503063539286e+19,3,4.594570978541045,0.7475047549651137,ok,True
DH_5_MFA_BA,DH,MFA_BA,leave_one_out,3,"1,2,4,5,6",DH_5_MFA_BA__hybrid_optuna_090,3,True,1.0942826569990722e+19,3,6.651133560685003,0.7240371036533076,ok,True
DH_5_MFA_BA,DH,MFA_BA,leave_one_out,4,"1,2,3,5,6",DH_5_MFA_BA__hybrid_optuna_090,3,True,1.0853602040900362e+19,3,8.763937126649262,0.6782208910281307,ok,True
DH_5_MFA_BA,DH,MFA_BA,leave_one_out,5,"1,2,3,4,6",DH_5_MFA_BA__hybrid_optuna_090,3,True,3730684579763623.0,4,10.88154571687277,0.6843695449867748,ok,True
DH_5_MFA_BA,DH,MFA_BA,leave_one_out,6,"1,2,3,4,5",DH_5_MFA_BA__hybrid_optuna_090,3,True,1.0856353200865243e+19,4,12.822585248573338,0.5918864751621968,ok,True
DH_6_MFA_BA,DH,MFA_BA,leave_one_out,1,"2,3,4,5,6",DH_6_MFA_BA__hybrid_pre_07,3,True,1.8659920003901468e+21,2,2.89258850772978,0.4881788992059235,ok,True
DH_6_MFA_BA,DH,MFA_BA,leave_one_out,2,"1,3,4,5,6",DH_6_MFA_BA__hybrid_pre_07,3,True,7.511614443104849e+22,2,4.54496366589127,0.4881788993464049,ok,True
DH_6_MFA_BA,DH,MFA_BA,leave_one_out,3,"1,2,4,5,6",DH_6_MFA_BA__hybrid_pre_07,3,True,6.776457418757624e+22,2,5.91528296828239,0.5,ok,True
